userName,content,score,at,appVersion
ananda inayah,"jelek bgt, gofood gabisa dibatalin, pdhl jelas2 gabakal dikirim juga (gadapet driver), gabisa chat ke siapa2 even ke restonya, chat ke cs pun cm 1 arah, gaada fitur untuk kita ngechat dan nanya2innya, mana mahal lg, promonya gedean grab, kalau hujan sedikit juga uda gaada yg mau ngambil",1,2025-03-15 10:34:06,5.13.1
Kirana Azzahra,Lama banget dapet gocar nya g,3,2025-03-15 10:27:03,5.8.1
Dedi Sutendi,"Dear team gojek. saya sering order gofood kok dapat drivernya pada jauh mulu sampai gunti-ganti driver trus sampai 6 kali, malah driver nge chat ""orderan nya saya ambil ya & menuju resto tp ga yakin apakah bs ke proses orderan nya, berhubung jalanan macet & jauh juga. klo tercancel itu di cancel dr sistem ya Kak"" begitulah isi chat driver. saya heran kenapa orderan saya dikasih driver nya jauh². mohon dong perbaiki sistemnya, Gojek punya IT kan??????? mengecewakan ini aplikasi.......",1,2025-03-15 10:26:15,
Ketut Mangun yasa,"app kurang bagus harga makanan dinaikan 20% dari harga aslinya kena biaya pemesanan ongkir tidak sesuai standar kementerian perhubungan, lebih mahal tp ongkir untuk driver 8000 bayangkan klo pesan gofood 1jt berapa pendapaan aplikator sedangkan driver dapat 8000 nunggu diresto berjam jam",1,2025-03-15 10:23:18,5.12.1
Al asyiy Asyiy,Paling recommended,5,2025-03-15 10:22:52,
Herry Yanto,Pelayanan nya baik apk yg wajib buat kalian download,5,2025-03-15 10:20:04,5.13.1
Dhelizta Vanhouttens,kecewa gojek slalu nawarin produk dari GO-MART pas di klik gk ada apapun alias PHP,2,2025-03-15 10:16:10,5.12.1
lauren,"ga puas, susah dapetin driver padahal sllu ngasi tip skalinya dpt",1,2025-03-15 10:01:41,5.13.1
adnan reza,Bad driver,1,2025-03-15 09:58:34,5.14.2
Sonny March,ok,5,2025-03-15 09:57:47,
ceff mosplay,Gaskeun,5,2025-03-15 09:43:59,5.13.1
Chauzen Dasuki,cepat,5,2025-03-15 09:36:10,
Jesse Craig,PARAH!! ketika hujan banyak driver yg cancel. padahal lagi dibutuhkan.,1,2025-03-15 09:30:13,
Hartinah Arafah,2 kali naik gocar dapet driver jutek2 dan selalu minta argo di awal,1,2025-03-15 09:14:05,5.13.1
Yuli Arsy97,Solusi paling cepat,5,2025-03-15 09:13:43,5.13.1
Muhammed Nigel Jorghy,"gopay tidak bisa terpakai, padahal saldonya masih ada",1,2025-03-15 09:11:41,5.14.2
Wahyu Uway,sangat puas dan cepat pengantaran nya yg saya order...👍👍,4,2025-03-15 09:08:16,5.13.1
wahyudin wahyudin,Sangat membantu,5,2025-03-15 09:07:07,5.13.1
hadi sunapsih,Bagus,5,2025-03-15 09:03:02,5.13.1
Ahmad Azib,"Parah layanan gocar sekarang, saya sudah berlangganan lama, tapi makin sekarang makin buruk layanannya, sudah tunggu lama lebih dari 15 menit, drivernya cancel penjemputan. It's wasting time",1,2025-03-15 08:59:06,5.13.1
Bimo Cavid,"Harga semoga bs lbh murah lagi, jd bs bersaing dengan sikuning",4,2025-03-15 08:56:31,5.14.2
Yoseph Nugroho,mantap,5,2025-03-15 08:53:30,
hengky firmansyah,berguna,5,2025-03-15 08:53:11,5.13.1
Irwan Fachrudin,mantap,5,2025-03-15 08:46:13,5.3.1
suminarto suminarto,okedah pokoke,5,2025-03-15 08:40:21,4.99.1
Bima Ball,lebih aman daripada aplikasi dana,5,2025-03-15 08:37:17,
Lisna radw,"gojek ngebantu bgt buat ak yg kemna mna ga ada mtr, trs banyak bgt diskonnya juga, tapi buat pelajar bolee lahh di diskonin lg hehe, terutama buat gocar, kalo ak mau main lumayan aga pricy",5,2025-03-15 08:35:41,5.13.1
Race Hunter,"kembalikan menu pilihan terdekat dan star 5++, saya hampir keracunan makanan",1,2025-03-15 08:35:34,5.12.1
Bachram Mangindaan,Pengemudinya ramah² dan kendaraannya pun selalu bersih...,5,2025-03-15 08:32:23,5.13.1
Irwan,Good job,5,2025-03-15 08:25:29,5.13.1
Dihnny Dhanny,Ganggu banget nih nongol sendiri,1,2025-03-15 08:23:28,
Sumiatun Adilawati,go food emang oke banget,5,2025-03-15 08:17:04,5.13.1
Riyan Hdytllah,semua jadi praktis 😁😊😊,5,2025-03-15 08:16:49,5.14.2
Syamsudin Syam,top,5,2025-03-15 08:15:20,5.13.1
Semua Keto,"Lagi error apa gimna ini, gk bisa ngirim chat ke drivernya. Padahal aplikasi udh versi terbaru, sering menggunakan",1,2025-03-15 08:04:15,5.13.1
Ris Nandar,"Lbh cepat mencari kendaraannya dan titik jemputnya, lebih murah harganya, dan penggunaan aplikasinya lbh mudah dari pada aplikasi si kuning..",5,2025-03-15 07:45:13,5.13.1
fian wardana,ok,4,2025-03-15 07:43:08,5.14.2
Erfan Syah,Sangat jelek,1,2025-03-15 07:38:29,5.13.1
Ayank Mayank,Nice,5,2025-03-15 07:35:48,
Muhammad FIQIH Aulia Fiqih,Repot kali,1,2025-03-15 07:24:07,5.13.1
Masfuk Mubarok,"Hp saya yang Mi note 3 kok tidak bisa di install , selalulu gagal. Sebelum nya bisa di install tetapi setelah hp nya di hard reset jadi ga bisa",5,2025-03-15 07:15:26,5.13.1
aisyanur mei,SUKAAA BNGTTT' KURIR NYAAA BAIKKK' GAA YANG DIEMM' ANN JDI ADAA TOPIK suka sma prilaku bukn orang ny😭🙏🏻,5,2025-03-15 07:12:34,5.13.1
Dian Nugroho,"aplikasinya tiba-tiba aneh,gopay later saya tiba-tiba diblokir padahal bayar selalu tepat waktu,bingung mau menyampaikan keluhan kemana karena chat ke CS tidak bisa,tolong diperbaiki lagi pelayanannya,",1,2025-03-15 07:07:43,5.14.2
Lina Nurmalina,Aplikasi mantep jiwa..,1,2025-03-15 06:52:09,5.13.1
SYAIFUDIN HAMID,"OK LAH, MANTAF",5,2025-03-15 06:51:40,
Gina suci rosnia suci,ramah dan tidak harus nunggu lama,5,2025-03-15 06:31:28,5.12.1
Bie Tin,Mantap,5,2025-03-15 06:28:46,
Navillene Dayana,"kira2 KLO suruh update masa anak SMP suruh upload KTP , jangan ngajarin ngutang please dibenerin aplikasinya",1,2025-03-15 06:20:26,
Miftachul Andrian,nice apps,5,2025-03-15 06:15:47,5.13.1
Dewi Rizkyani,Iklannya banyak aku buka aplikasi yang gak ada iklan malah ada iklan gojek,1,2025-03-15 06:10:25,3.26.1
Neil Amstrong,drivernya ramah dan bersahabat,5,2025-03-15 06:01:34,5.13.1
Rakha Ryanda Priyoga,terkadang ada beberapa lokasi yg tidak ada di map,4,2025-03-15 05:59:45,5.13.1
alzam chanel gamer,Anjay,5,2025-03-15 05:56:15,5.13.1
akun khusustv,Aplikasi nya oke,5,2025-03-15 05:53:59,5.13.1
Samping Astika,Secara keseluruhan baik..,4,2025-03-15 05:47:00,5.13.1
Yulianti Meta,"stlh update kk kok malah ga timbul di layar hp saya jd klo mo order gojeg hrs masuk goggle play store.. padahal aku dah lebih dari 7 tahun pake gojeg aman"" aja baru x ini... aplikas gojeg ga timbul kk tolong di bantu yaaa",3,2025-03-15 05:38:32,5.14.2
umi firunikah,sudah lama pake gopay untuk belanja. makasih atas pelayanan nya selama ini,5,2025-03-15 05:37:27,5.13.1
Gentar Idris Samtidar,tidak bisa chat dengan costumer service langsung,1,2025-03-15 05:34:28,5.13.1
Andi Djanis,Msh yg terbaik,5,2025-03-15 05:15:52,
Andrea Fitriany,tidak komperatif saat kasih thr kebanyakan mau nya,1,2025-03-15 05:15:24,4.97.1
Ida Widayanti,Bagus,5,2025-03-15 05:06:37,5.13.1
Ilham Batlyon,Josssssssss ...!!,5,2025-03-15 04:57:49,5.14.2
Gibran Saragih,Aplikasi nya bagus cepat dan murah tetap pertahankan ya kualitas yang baiknya terimakasi...,5,2025-03-15 04:41:51,5.12.1
achmad afif,oke,5,2025-03-15 04:40:00,5.13.1
zasoen chanel,Gojekk penjajah di slot semua layanan bukanya mensejahterakan mitra malah ngejajah,1,2025-03-15 04:35:49,5.10.1
Kirana Suherman,Sangat bermanfaat 👍🏻,5,2025-03-15 04:30:51,5.14.2
kevin aja,Gojek mantap,5,2025-03-15 04:27:14,5.13.1
Nafiah Naf,bgus bngt,5,2025-03-15 04:26:12,5.5.1
sabar aritonang,"Kecewa... Dalam satu hari ... 2 kali pesan Gocar, Drivernya maksa maksa untuk offline...alasannya banyak sekali potogan aplikasinya. Kami jadi tidak nyaman. 🥺",3,2025-03-15 04:25:53,4.18.2
Haidar Aly,senang sekali banyak promo menarik,5,2025-03-15 04:18:13,5.13.1
Samsul Arifin,"Pelayanan Kurang bagus, Apalagi yg pakai voucher driver tidak ramah, Pembelian GOFOOD GA BISA GANTI DRIVER SESUKA HATI, Kalau pesan car AC ga di nyalain, merokok pula dia saat berkendara, Saya pesanin untuk anak saya car, kalau saya itu saya udh turun, Uninstall APK, Driver kurang pendidikan di pertahankan, asal saja rekruitmen Mitranya kurang pelatihan",1,2025-03-15 04:13:20,
Leni Lestari,Top up nya suka ilang sendiri.,5,2025-03-15 04:10:23,5.6.1
Thalita Lucky,"Pdhl saya teratur byar dan setia pake gojek tp knp tiba2 paylatter saya diblokir, apakah tdk mlihat riwayat saya sblmnya sama sekali..kbjikan yg tolol..",1,2025-03-15 04:07:24,5.13.1
Nova Gus,Jossss,4,2025-03-15 04:07:07,
Aries Sdj,ok,5,2025-03-15 04:00:10,
Felia Safira,The best,5,2025-03-15 03:57:55,4.78.3
julianto aim,"Ga ada masalah selama pakai, mantap",5,2025-03-15 03:53:15,
Ter Jani,Driver ramah sopan dan cepat,5,2025-03-15 03:46:49,
Wahyoe Suseno,sangat membantu,5,2025-03-15 03:45:36,5.13.1
Beatrice Elena Raelyn,"gocarnya driver selalu lama dan tidak pernah siap jemput cepat padahal tertera driver 5 menit sampai tapi malah sampai 30 menitan, harga juga mahal dan voucher sedikit sekali, mau tidak mau harus beli gojek plus, aplikasi bodong, driver juga tidak ada yg becus.",1,2025-03-15 03:40:52,
Enra Tambunan,ok,5,2025-03-15 03:27:15,5.12.1
Ganjar Runtiko,Aplikasi yang sangat berguna dalam hidup orang2 Indonesia,5,2025-03-15 03:17:46,5.13.1
Jeni Nurwijaya,User friendly,5,2025-03-15 03:10:51,
Sifa Majid,ok bngt,5,2025-03-15 03:04:23,5.13.1
mas brow,"Jossss ,masukkk",5,2025-03-15 02:51:52,
Masinah Btmisna,Mntep,5,2025-03-15 02:44:40,
ghestia ranny,Kalau hujan susah dpt driver..,4,2025-03-15 02:40:21,5.13.1
D D,"Ngeselin betul sih, blm 12 jam udh di teror2 aja ! Jatem nya tgl 15 tp tgl 14 udh diteror kaya apa aja. Ditgl 15nya pagi buta di teror. Woy sabar gua juga pny kerjaan slm ini juga gua tepat waktu ! Nada bicara nya juga yg nagih aja sdh gak sopan !",1,2025-03-15 02:34:44,5.4.1
Hestiningsih haryanto,"Belanja di GO-MART cepat, aman, & nyaman",5,2025-03-15 02:34:19,5.12.1
Yudi Supriatna,Mantap jek,5,2025-03-15 02:15:45,
Apa Hayo,vocer2 promonya yg aku suka,5,2025-03-15 02:12:11,
Abdurrahman Said,Serba mudah serba cepat.,5,2025-03-15 02:00:25,5.13.1
Denis yung,"MENGAPA SERING MINTA UPDATE ,ADA APA ? .MAKA MULAI 15 maret 2025. DICATAT UTK MELIHAT RIWAYAT UPDATE YG DIMINTA .. 🔸15 maret 2025 diminta update .",2,2025-03-15 02:00:08,
Widyasari Halim,Sangat membantu saat mau pergi dan memesan makanan banyak promo lagi. Terima Kasih Gojek 🙏,5,2025-03-15 01:57:52,5.13.1
Kevin Hadi nugraha,Haii gojek sejauh ini baguss,5,2025-03-15 01:52:12,4.88.1
Eko Ansori,Cepat,5,2025-03-15 01:28:06,
Fadhil 7790,HAPUS GORIDE INSTAN NYUSAHIN PENUMPANG MENDING KHUSUS YANG ADA SHELTER NYA AJA JANGAN KAYA GINI NANTI KAYA GRAB,1,2025-03-15 01:06:53,5.13.1
Ibra15 Production,Harga nya kok bisa beda2 di tiap org ya?,1,2025-03-15 00:52:16,
sukma Yanti,ok banget,5,2025-03-15 00:48:39,5.13.1
Junaedi RSD GJ,selalu sesuai harapan. terima kasih,5,2025-03-15 00:39:46,5.13.1
Aries Chever,mantabsss,5,2025-03-15 00:30:17,5.13.1
Novi Saff,Good,5,2025-03-15 00:03:43,5.13.1
Nugi nugroho 22,Apk ini ngebantu banget buat bepergian kemanapun,5,2025-03-14 23:43:29,5.13.1
Chendana Chendana,Mantap dan Cpt,5,2025-03-14 23:43:18,5.13.1
Rani Soraya,kaerna jelek,1,2025-03-14 23:40:42,5.12.1
Akbar Dwicahyo,Aplikasi ini bagus,5,2025-03-14 23:38:15,5.13.1
Aji Ilham,"Tiba2 akun tidak bisa menggunakan voucher, padahal tidak melakukan kesalahan apapun",5,2025-03-14 23:23:46,5.13.1
Aisyah Widia,Top,5,2025-03-14 23:03:09,4.96.2
Raden Fauzi,Susah sekali dapet driver terdekat selalu dapet yang jauh. Tolong diperbaiki biar gak pindah ke aplikasi sebelah,1,2025-03-14 22:24:02,5.11.1
Dadank Aditya,Selalu pake gojek...the best,5,2025-03-14 21:35:12,5.13.1
risna ciptadi,membantu banget,5,2025-03-14 21:32:55,5.13.1
rachel Cantika,Bagus,5,2025-03-14 21:03:56,5.13.1
Reza Saputra,mudah dalam proses pemesanannya.,5,2025-03-14 21:03:40,5.10.1
Sataia,"kenapa gopaylater saya tidak bisa dipakai, padahal belum pernah pakai sama sekali, mau pakai uda ga bisa. payah",1,2025-03-14 19:58:03,5.6.1
Ap chanel,"hati hati driver gocar suka minta ongkos lebih, dan pengemudinya suka pada minum alkohol",1,2025-03-14 19:52:49,
Feliks Triono,Udah 4 thun pke gojek selalu good,5,2025-03-14 19:20:39,5.13.1
Ari Penthoel,Oke,5,2025-03-14 19:20:16,5.13.1
Nizar Farhani,nyaman,5,2025-03-14 19:09:06,
Oslo Songo,bermanfaat,5,2025-03-14 18:42:19,
Septi Hanna,PAKET GOPAY PLUS NYA ANEH SEKALI tiba2 biasanya bisa dapet promo makanan di gofood hanya drngan prmesanan 30k ini diskon hanya 10k lalu ongkir nya mahal seksli padahal udh langganan gojrk plus 90hari tpi blm 90 hari bru dipake selama 35 hari promo untuk gofood nya sdh balik ke setelan awal mahal skali tolong diperbaiki lagi sudah jelas langganan paket gojek plus untuk dapat keuntungan dan juga promo tp malah seperti ini tolong di tingkat kan lagi!!!,1,2025-03-14 18:35:19,
Yadi Om,"Mantap makan angin terus sama bensin di kasih air setiap hari apa ga setres 0 tanpa ada cuan Yg gacor mah gacor lah ini tibah"" mendadak nyungsep udh sebulan porgam apa tau kesihan anak ane",5,2025-03-14 18:19:17,5.13.1
Anes Fattah,Goog,5,2025-03-14 18:13:02,5.13.1
Alif Syafri Tegariyansyah,Tolong pegawai gojeknya lebih disiplin dalam mengantarkan makanan,5,2025-03-14 17:34:49,5.13.1
Kunto suseno,Mantabbb,3,2025-03-14 17:25:24,5.13.1
Farhan Abdurrahman,Ok,5,2025-03-14 16:53:54,
achill charloss,"Saya sangat menyayangkan dengan pelayanan customer service di aplikasi ini, akun gopay saya terblokir, karena alasan ada aktivitas yang tidak wajar dan awalnya disuruh untuk menghubungi call center nya agar bisa dijelaskan secara rinci dan disitu sangat memakan banyak pulsa oke saya maklumi tapi pas saya tlpn dengan cs nya, cs nya menjelaskan secara tidak jelas dan yang katanya akan dijelaskan secara rinci, tapi sama aja gaada penjelasan sama sekali bilangnya tidak dapat menjelaskan secara rinci",1,2025-03-14 16:25:04,5.14.2
Robby dm,Good Aplication,5,2025-03-14 16:24:57,5.13.1
Azzura Ariefa,"Keren GoJek, banyakin lagi ya promonya, hehe.",5,2025-03-14 16:22:00,5.13.1
Yuli Mulyani,"baik & ramah ,nyaman dlm berkendara",5,2025-03-14 16:19:27,5.13.1
boman ley,Sangat bermanfaat,5,2025-03-14 16:17:31,5.13.1
Dedi Sanjaya,"bagus tingkatkan terus menu"" yg baik biar semua ada",5,2025-03-14 16:13:39,5.12.1
Muhammad Armizul C,Bagussss,5,2025-03-14 16:06:31,5.13.1
Wenang Leo,sementara good,5,2025-03-14 16:04:14,5.10.1
Dedi Damhuri,Sangat membantu disaat diperlukan...Terimakasih Gojek,5,2025-03-14 15:58:35,5.13.1
Susiana Sulaiman,Sangat bermafaat,5,2025-03-14 15:49:07,5.13.1
Syahida Karima,"Sangat membantu, bnyk promo dan diskonnya.👍",5,2025-03-14 15:49:04,5.13.1
Alikha ahmad Rihdathul asy,Sangat membantu vanget,5,2025-03-14 15:44:14,5.13.1
Rohmat Ridho (Mamat),Ga berguna,1,2025-03-14 15:42:38,5.13.1
Mohamad Ridwan Cholid,bagus dan cepat,5,2025-03-14 15:13:05,5.13.1
Juani fahlefy,Gojek lg mahal mahal nya skrng.beda dari yg laen nya,1,2025-03-14 15:02:10,5.12.1
Salsa Jarno,Min sediain pembayaran lewat dana atau ovo dong biar g ribet yang g punya gopay sama ATM lainny,4,2025-03-14 14:52:31,5.13.1
Aris Susanto,Ok joss,5,2025-03-14 14:50:52,
M Arief Kurniawan,keren,5,2025-03-14 14:47:28,5.14.2
YUSUF PADLI,Terbaik,5,2025-03-14 14:41:53,
Riana Lesmana,Saya belum mendaftar gojek tp ada notifikasi masuk melalui email dengan no berbeda & ketika daftar melalui email & no hp saya sdh tidak bisa diminta untuk masukan email lain. Ketika saya membuat laporan melalui email jg masih ada notifikasi klu ada indikasi masuk gojek tapi saya tidak tahu bagaimana penyelesaian nya karena tidak bisa/ada masuk ke akun gojek karena beda no. Tolong kasih tahu penyelesaian nya melalui email jangan cuma kirim kalau laporan telah selesai & buka aplikasi krn tdk bisa,1,2025-03-14 14:35:01,5.13.1
Devi Ulvia Asmaya,Sangat membantu,5,2025-03-14 14:27:43,5.13.1
Panji Subagja,Madepppp,5,2025-03-14 14:26:27,
Gilang Satria,Mantapssss,5,2025-03-14 14:18:48,5.13.1
Apriliana Aulia,"Nunggu 1 jam sia"" alasan ga ada driver... Kalo dri awal emang perkara driver seengganya cari driver dlu baru kita nunggu makanan dibuat... Ini literally 1 jam nunggu makanan dibuat trs 1 menit ga dapet driver langsung di cancel dan suruh psan lagi... Bener"" ga akan lagi pake apk ini, super duper mengecewakan sistem gajelas sialannnn gua udh kelaparan banget ini",1,2025-03-14 14:18:14,5.13.1
Meilita Skyqueen,Penjemputan cepat kurir ramah ongkir murah,5,2025-03-14 14:08:48,5.10.1
Haris Maulana,DAPET DRIVERNYA LAMA ITU DRIVERNYA LAGI OTW APA LAGI PUSH RANK ML LAIN KALI DRIVERNYA DI CEPETIN GW GAJADI ACARA GARA GARA LAMA EE EE,1,2025-03-14 13:58:55,
Slamet Riyadi,Puas aplikasi sangat membantu keseharian.,5,2025-03-14 13:51:38,5.13.1
Arifin Arifin,Mantap,5,2025-03-14 13:40:33,5.13.1
Zack Boomerang,Mantap dan jelas,5,2025-03-14 13:37:23,5.14.2
31. Putu Riska Esa Vallentine,Anjay,5,2025-03-14 13:23:38,
Cleaning Service,Mantap,5,2025-03-14 13:19:11,5.13.1
Fresty Restu Pertiwi,Oke,5,2025-03-14 13:18:32,5.13.1
Kang Baguss,Ok👍,4,2025-03-14 13:10:27,
istenang Prasetya,Sangat membantu,5,2025-03-14 13:08:05,5.13.1
bro siol,"kecewa driver lama , reto lama pesen makan juga keburu kelaparan",1,2025-03-14 12:58:23,
Dimas Wibowo,Keren,5,2025-03-14 12:58:18,5.13.1
Maria Ulfa,"Untuk pembelian di gomart ada biasa pengemasan, trus nyampe Alfamart diminta lagi pembayaran tas belanja, emang biaya pengemasan di gomart itu bukan untuk pengemasan barang ya dalam arti tas belanja ? Kecewa di itu nya , JD pencuma dong ada biaya pengemasan, tolong di respon , Krn mau chat di aplikasi cs gopaynya gak bisa",3,2025-03-14 12:56:23,5.13.1
Teddy Syafimar darwis,good,5,2025-03-14 12:27:55,5.14.2
Muhammad Sultan Ibrahim,"Terimakasih atas tanggapannya, karena ditanggapi rating naik 2 sebagai apresiasi.",3,2025-03-14 12:27:18,5.13.1
Kartono Tono,"Mantap,semenjak ada ojol sy jd gak pernah telat",5,2025-03-14 12:26:07,
Anggit,Bagus.. Sangat memudahkan aktivitas banyak promo.. Dan harga nya terjangkau,5,2025-03-14 12:16:58,5.13.1
Devatri Wenno,Pengantaran cepat,5,2025-03-14 12:14:48,5.14.2
Muhammad Ludfi,Diper baik sopan jmpol dah buat gojeg,5,2025-03-14 12:08:25,5.13.1
tafran faisal,cara ngaktipin'y ribet banget dari sms dan harus buka kode dari gmail. enak-an aplikasi grab mudah & lancar,1,2025-03-14 12:03:38,5.14.2
Samuel Subyanto,cepat,5,2025-03-14 11:55:55,5.13.1
Rizal Bintoro,Banyak bug nya,1,2025-03-14 11:55:20,
Rewisha,ga sekalian aja tombol X nya di bikin seukuran bakteri,1,2025-03-14 11:50:01,5.13.1
Taufik 123,Mntapp,5,2025-03-14 11:45:58,
Fiki Ardyansah,Sangat sangat membantu kalau gak ada jemputan🤩🤩,5,2025-03-14 11:45:09,5.13.1
warman ramadhan,Ok,5,2025-03-14 11:29:37,5.12.1
Topang Nurjaya,Good job,5,2025-03-14 11:27:55,5.13.1
Reverse ID,"Masih sering ditemukan bug, sering saat pesan makanan lalu saat menuliskan sesuatu di catatan namun yg di tuliskan tidak bisa di save, misalkan saya menuliskan ayam bagian dada namun tidak ter save akhirnya saat pemesanan tidak sesuai dengan yg kita tulis di catatan",2,2025-03-14 11:25:26,
hasiholan sihotang,"Sampai sekarang tidak ada perbaikan terhadap aplikasi ini , masih juga tidak bisa berjalan secara optimal di android versi 0.7 . Fitur pembayaran gopay pinjam tidak bisa di akses .",1,2025-03-14 11:18:55,5.13.1
Ridho Sanjaya,Sulit mendapatkan driver gocar sangat buruk,1,2025-03-14 11:12:48,
Artika Sari,"Aplikasi nya bagus, tp kadang ada beberapa driver yang ngeselin, udah mepet jam kerja udah dikasih tau titiknya yang pas dimana tetep muter” disitu dan malah saya disuruh batalin pesannya padahal saya udah tunggu sambil saya arahin.",3,2025-03-14 11:10:08,
erin kurniawan,"Aplikasi sangat berguna , baik , cepat dl merespon dan aman pastinya",5,2025-03-14 11:07:35,5.13.1
Js_ nsjjs,Ok,5,2025-03-14 11:02:02,5.12.1
Massagy Man,There is no problem out here 👍,5,2025-03-14 10:57:39,5.13.1
Rizkie Aldian,"bagus tapi kadang saya mendapat order, padahal saya tidak memesan sama sekali",5,2025-03-14 10:54:40,5.13.1
Juli Setiawan,Kereeennn. Top bgd gojek. Bangga jadi gojekers,5,2025-03-14 10:49:15,
Zwartt,App tomilor sejagad raya 👉👌,5,2025-03-14 10:40:56,5.13.1
Adi Cakra,"Jelek pelayanan ya .minta bantuan lama kali delay. harus ya direspon cepat bantuan nya jangan dilama lamain. Pelanggan pada kabur,tolong dipusat bantuan respon dengan cepat dan baik agar konsumen tidak pada kecewa",1,2025-03-14 10:38:38,
RICO ANDRIAN,Maju terus gojek ku..,5,2025-03-14 10:31:52,5.13.1
Bagus Handoko,Cepat dan nyaman,5,2025-03-14 10:31:51,5.3.1
abu salman,"Driver cekatan, supel, sopan dan enak di ajak ngobrol...",5,2025-03-14 10:22:26,5.13.1
evi garandini,Naik Hohek sangat menyenangkan. Udah hrgnya murah gk pake lama lagi.,5,2025-03-14 10:16:15,5.13.1
Syarohil Ahmad,Sikap driver kurang mengenakan mohon diperbaiki lagi,1,2025-03-14 09:57:14,5.13.1
agus soleh,Bintang 3 dulu,3,2025-03-14 09:48:24,5.13.1
Adi firmansyah,mantappppp,5,2025-03-14 09:36:07,
sulaeman,ok,5,2025-03-14 09:34:01,5.13.1
Sava,Sangat menolong kita di waktu yg mendesak dan pas lagi males keluar rumah tinggal gofood aja,5,2025-03-14 09:27:30,5.13.1
Supri Yatin,Gojek gajelas,1,2025-03-14 09:26:52,4.89.1
Supri Yatno,Ontime,5,2025-03-14 09:12:31,5.13.1
Google Account,"Untuk apknya udah bagus banget, tapi tolong tambahin fitur pembayaran menggunakan Dana dong, biar lebih mudah🙏🏻",5,2025-03-14 09:06:34,5.13.1
Ujang Bastelo,"keren,sgt membsntu",5,2025-03-14 08:57:32,
Rudini Rudini,bonus sedikit,3,2025-03-14 08:52:10,5.13.1
Andi Realme17,Oke,5,2025-03-14 08:50:51,4.92.1
Teuku Mursalin,Chatnya berbayar?,5,2025-03-14 08:44:45,5.13.1
AndryH0706,👍🏻,5,2025-03-14 08:43:51,5.14.2
Luthfi Arrasyid,Saya kasih bintang 1 karena driver gojek sekarang dengan mudah nya cancel orderan padahal untuk dapet driver aja udah nunggu malah di cancel jadi nunggu lebih lama lagi hadeeh,1,2025-03-14 08:41:32,5.11.1
